dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,valchecked_val_transfer,valchecked_val_peek,valchecked_val_add,valchecked_val_add_ens,stage0_checkpoint,shote2e_checkpoint
benv2,evan_base,s2,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,43.56,63.26,63.50,63.81,43.98,63.26,63.39,63.81,34.48,66.83,65.76,49.94,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0731.pt
benv2,evan_base,s2,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,54.10,63.17,63.08,62.26,56.69,63.50,63.15,62.26,49.12,67.08,65.98,55.81,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0732.pt
benv2,evan_base,s2,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,42.93,63.15,63.21,63.85,42.93,63.44,63.45,63.85,34.96,67.07,66.29,50.32,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0733.pt
benv2,evan_base,s2_rgb,s1,0.000229,0.000788,64,0.467,0.356,0.433,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,42.42,65.35,64.90,62.19,41.69,67.01,64.90,62.19,37.27,71.52,68.54,52.50,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0733.pt
dfc2020,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,50.72,43.34,50.27,52.40,51.47,45.38,50.27,52.40,50.94,56.41,55.36,53.15,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
dfc2020,evan_base,s2_rgb,s1,0.000229,0.000788,64,0.467,0.356,0.433,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,40.97,47.78,49.25,50.45,44.91,47.78,49.25,50.45,45.88,56.78,56.31,50.55,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
dfc2020,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,46.63,38.66,42.88,41.42,50.45,47.85,42.88,41.42,51.21,56.75,55.60,52.76,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
dfc2020,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,48.26,47.38,51.24,49.82,49.85,47.38,51.44,49.82,50.87,56.65,54.98,52.40,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
benv2,evan_base,s2,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,61.32,62.75,63.36,62.25,61.32,62.77,62.67,62.25,59.16,66.30,65.31,62.11,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0735.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.21,47.83,48.92,50.11,41.77,49.45,52.08,50.11,45.10,56.97,55.18,50.05,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0736.pt
benv2,evan_base,s2,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,43.22,64.30,64.46,64.65,44.89,64.30,64.46,64.65,34.40,67.02,65.95,50.15,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0736.pt
benv2,evan_base,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,61.35,63.41,63.36,62.84,62.63,63.32,63.36,62.84,59.46,66.75,65.83,62.56,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0737.pt
benv2,evan_base,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,62.91,64.03,64.07,63.78,62.45,63.58,63.56,63.78,59.39,66.57,65.63,62.19,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0739.pt
benv2,evan_base,s2,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,55.76,63.18,63.08,62.76,58.09,62.46,63.09,62.76,49.90,67.09,65.63,57.20,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0739.pt
benv2,evan_base,s2_rgb,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,163091750,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,58.67,64.05,64.21,63.80,60.94,67.14,65.32,63.80,53.94,71.16,68.63,60.51,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0740.pt
benv2,evan_base,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,62.70,63.91,63.97,63.72,62.70,63.91,63.97,63.72,59.29,66.39,65.89,62.59,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0741.pt
benv2,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,43.41,64.90,64.92,61.14,43.41,67.63,65.55,61.14,40.03,71.54,69.06,54.00,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0741.pt
benv2,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,60.05,66.34,66.38,66.24,60.05,67.38,66.38,66.24,53.85,71.14,69.08,61.47,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0742.pt
benv2,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,59.18,65.96,66.03,64.68,59.18,67.75,66.22,64.68,53.91,71.41,68.96,61.40,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0743.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.21,47.63,50.03,51.27,41.21,44.54,46.35,51.27,45.87,56.56,55.94,49.90,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0743.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.94,47.47,50.77,50.01,41.69,46.61,49.61,50.01,45.58,57.34,55.66,50.23,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0743.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,163468304,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,42.25,44.82,47.45,44.93,42.25,44.82,47.45,44.93,51.78,56.71,56.29,54.03,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0746.pt
benv2,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,57.44,66.26,66.32,64.58,57.44,67.96,66.32,64.58,52.86,71.29,68.78,60.82,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0748.pt
benv2,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163091750,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,58.61,65.47,65.59,64.88,58.61,67.21,65.81,64.88,51.86,71.37,69.02,60.19,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0749.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,38.12,45.49,46.37,46.56,33.12,45.49,47.27,46.56,40.07,49.72,48.31,43.72,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0751.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163468304,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,46.53,45.64,51.33,51.03,47.55,47.05,50.22,51.03,50.33,56.14,54.74,52.20,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0751.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163468304,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,48.90,44.67,49.78,50.95,48.90,44.67,49.78,50.95,52.28,57.82,55.99,54.13,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0752.pt
benv2,evan_base,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,40.55,49.53,49.92,50.41,40.55,51.02,49.58,50.41,29.77,53.58,51.05,40.03,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0752.pt
benv2,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,42.65,65.44,65.45,61.99,43.58,67.04,65.98,61.99,37.99,70.98,68.74,52.79,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0752.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,39.33,45.71,46.89,46.43,33.43,45.71,44.17,46.43,40.18,49.73,48.05,43.69,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0753.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,32.53,45.89,46.88,46.70,31.82,45.89,44.43,46.70,40.05,49.82,48.22,43.67,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0753.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164255248,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,46.06,42.81,43.31,46.76,45.45,45.30,43.31,46.76,41.56,49.67,48.14,44.69,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0753.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164255248,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,47.88,45.47,46.68,48.44,45.86,45.49,46.68,48.44,41.09,49.13,47.67,44.30,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0753.pt
dfc2020,evan_base,s1,s2,0.000229,0.000788,64,0.467,0.356,0.433,0.5,164255248,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,41.71,44.66,45.49,46.33,41.71,44.99,45.49,46.33,41.38,49.54,47.51,44.45,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0753.pt
dfc2020,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163468304,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.34,44.94,49.77,48.28,45.21,45.98,50.01,48.28,50.77,56.56,54.78,52.53,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0753.pt
benv2,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,43.43,66.04,66.00,63.78,43.39,67.53,66.13,63.78,36.55,71.59,68.75,52.37,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0754.pt
benv2,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163091750,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,55.32,66.36,65.76,64.07,55.32,67.20,66.52,64.07,50.49,71.47,68.77,59.44,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0754.pt
benv2,evan_base,s1,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,41.57,49.77,50.15,49.95,41.57,51.52,50.13,49.95,28.98,53.74,50.56,39.76,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0755.pt
dfc2020,evan_base,s1,s2_rgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,35.63,45.28,46.83,46.91,35.56,44.34,46.83,46.91,40.32,49.58,47.60,43.95,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0755.pt
benv2,evan_base,s1,s2_rgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,41.95,50.89,51.22,51.12,43.03,50.55,51.22,51.12,31.15,54.51,52.34,41.35,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0755.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164255248,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,46.06,44.68,45.40,46.84,45.68,44.68,44.30,46.84,41.14,49.66,47.74,44.23,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0755.pt
benv2,evan_base,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,47.26,50.11,50.59,51.61,47.26,50.57,50.59,51.61,32.92,54.04,50.85,41.88,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0756.pt
dfc2020,evan_base,s1,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,163074832,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,46.25,44.77,46.43,47.22,46.25,44.77,46.16,47.22,41.00,49.13,47.31,44.11,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0756.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163074832,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,47.33,45.33,46.88,48.21,47.33,45.68,44.54,48.21,41.53,49.68,47.79,44.37,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0756.pt
benv2,evan_base,s2_rgb,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163091750,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,55.31,65.86,65.96,64.17,55.24,67.26,66.32,64.17,51.82,71.89,69.21,59.31,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0757.pt
benv2,evan_base,s1,s2,0.000229,0.000788,64,0.467,0.356,0.433,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,49.99,51.13,51.89,54.23,49.99,51.47,51.89,54.23,34.84,53.91,50.69,42.77,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0757.pt
benv2,evan_base,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,47.69,50.74,51.49,52.60,47.69,51.08,50.28,52.60,35.62,53.72,51.39,42.42,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0758.pt
benv2,evan_base,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,162698278,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,48.12,50.93,51.53,52.23,48.65,51.38,50.26,52.23,33.84,54.01,50.70,41.75,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0758.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163074832,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,46.74,41.61,42.74,44.92,39.65,43.95,42.74,44.92,41.34,49.62,48.42,44.72,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0759.pt
benv2,evan_base,s1,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,48.52,51.22,51.49,52.90,48.52,51.70,49.25,52.90,34.62,53.32,51.08,42.07,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0800.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163074832,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.15,39.35,45.62,46.86,47.15,46.16,45.62,46.86,47.15,41.21,49.43,48.15,44.38,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.001_20260417_101553.pt,checkpoints/delulunet_dfc2020_0420_0800.pt
benv2,evan_base,s1,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,162698278,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,47.99,49.14,49.73,51.86,48.57,51.16,49.83,51.86,33.64,53.96,50.80,41.72,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0801.pt
benv2,evan_base,s1,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,162698278,latent+prefusion+distill+ce,False,3,cross,3,mAP,49.23,50.12,50.12,50.76,53.80,50.12,50.89,50.76,53.80,34.80,53.98,51.83,43.31,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt,checkpoints/delulunet_benv2_0420_0802.pt
